trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3240,False,"{'a': 0.9, 'e': 0.0015307461235431145}",25,8,33.42508052739333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3241,False,"{'a': 0.9, 'e': 0.0015276876907483008}",20,11,18.871976183354498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3242,False,"{'a': 0.9, 'e': 0.0015246353687062872}",20,8,23.68427455066103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3243,False,"{'a': 0.9, 'e': 0.0015215891452077799}",25,15,19.001925457527836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3244,False,"{'a': 0.9, 'e': 0.0015185490080678835}",20,7,23.286204460154632,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3245,False,"{'a': 0.9, 'e': 0.0015155149451260442}",20,6,25.15642092004146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3246,False,"{'a': 0.9, 'e': 0.001512486944246006}",20,13,15.563631157091871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3247,False,"{'a': 0.9, 'e': 0.0015094649933157602}",25,11,25.57709911526704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3248,False,"{'a': 0.9, 'e': 0.0015064490802475016}",25,11,22.295756421866564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3249,False,"{'a': 0.9, 'e': 0.0015034391929775724}",30,12,35.61388956258952,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3250,False,"{'a': 0.9, 'e': 0.00150043531946642}",20,13,11.34969708124575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3251,False,"{'a': 0.9, 'e': 0.0014974374476985444}",20,6,26.218020292045026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3252,False,"{'a': 0.9, 'e': 0.0014944455656824578}",20,10,17.157094535153174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3253,False,"{'a': 0.9, 'e': 0.0014914596614506264}",20,11,18.859762594734846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3254,False,"{'a': 0.9, 'e': 0.0014884797230594294}",25,10,30.024962296062093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3255,False,"{'a': 0.9, 'e': 0.0014855057385891079}",20,10,18.913265577289735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3256,False,"{'a': 0.9, 'e': 0.0014825376961437229}",25,6,33.228682730739436,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3257,False,"{'a': 0.9, 'e': 0.0014795755838510989}",20,12,11.14745077370071,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3258,False,"{'a': 0.9, 'e': 0.0014766193898627833}",25,18,14.145647687006337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3259,False,"{'a': 0.9, 'e': 0.0014736691023539948}",20,11,18.007264001085098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3260,False,"{'a': 0.9, 'e': 0.0014707247095235817}",20,2,31.328454977937263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3261,False,"{'a': 0.9, 'e': 0.0014677861995939677}",30,13,33.35434054069382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3262,False,"{'a': 0.9, 'e': 0.001464853560811109}",30,17,21.775019877183464,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3263,False,"{'a': 0.9, 'e': 0.0014619267814444457}",20,14,10.302179322235778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3264,False,"{'a': 0.9, 'e': 0.0014590058497868585}",20,3,27.899651263041797,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3265,False,"{'a': 0.9, 'e': 0.0014560907541546159}",20,12,13.159611791661797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3266,False,"{'a': 0.9, 'e': 0.0014531814828873313}",20,11,8.35970800144009,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3267,False,"{'a': 0.9, 'e': 0.0014502780243479145}",20,14,13.371321177555128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3268,False,"{'a': 0.9, 'e': 0.00144738036692253}",20,8,19.82252042861732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3269,False,"{'a': 0.9, 'e': 0.0014444884990205433}",30,24,13.323665351642221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3270,False,"{'a': 0.9, 'e': 0.0014416024090744784}",30,16,27.168279346123335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3271,False,"{'a': 0.9, 'e': 0.0014387220855399709}",30,19,19.99093729070948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3272,False,"{'a': 0.9, 'e': 0.0014358475168957249}",25,15,21.14121473510627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3273,False,"{'a': 0.9, 'e': 0.001432978691643461}",35,17,33.1753325385871,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3274,False,"{'a': 0.9, 'e': 0.0014301155983078744}",30,24,10.763797663718917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3275,False,"{'a': 0.9, 'e': 0.0014272582254365865}",20,6,24.82243550972164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3276,False,"{'a': 0.9, 'e': 0.0014244065616001048}",20,11,20.356740567851677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3277,False,"{'a': 0.9, 'e': 0.0014215605953917685}",20,13,12.832213049475483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3278,False,"{'a': 0.9, 'e': 0.0014187203154277092}",25,17,15.639677555863367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3279,False,"{'a': 0.9, 'e': 0.0014158857103468022}",25,14,24.478440270167983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3280,False,"{'a': 0.9, 'e': 0.0014130567688106254}",25,5,39.46548225988041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3281,False,"{'a': 0.9, 'e': 0.001410233479503408}",35,27,13.624273300634506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3282,False,"{'a': 0.9, 'e': 0.0014074158311319892}",20,15,9.754487107272242,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3283,False,"{'a': 0.9, 'e': 0.0014046038124257698}",20,7,24.29538375835176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3284,False,"{'a': 0.9, 'e': 0.0014017974121366744}",30,20,21.67583285565777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3285,False,"{'a': 0.9, 'e': 0.0013989966190390967}",20,6,27.594729814467172,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3286,False,"{'a': 0.9, 'e': 0.0013962014219298603}",20,14,14.009213873701253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3287,False,"{'a': 0.9, 'e': 0.001393411809628172}",20,9,19.717373832329525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3288,False,"{'a': 0.9, 'e': 0.0013906277709755813}",20,13,15.59877619060832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3289,False,"{'a': 0.9, 'e': 0.001387849294835929}",30,18,21.03614348091311,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3290,False,"{'a': 0.9, 'e': 0.001385076370095306}",20,8,19.880172991842034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3291,False,"{'a': 0.9, 'e': 0.0013823089856620093}",25,0,31.526820563117884,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3292,False,"{'a': 0.9, 'e': 0.0013795471304664994}",30,15,28.241061773698835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3293,False,"{'a': 0.9, 'e': 0.0013767907934613508}",20,16,7.301526200651877,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3294,False,"{'a': 0.9, 'e': 0.0013740399636212118}",25,7,32.44131144624277,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3295,False,"{'a': 0.9, 'e': 0.001371294629942758}",20,10,21.53813987241914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3296,False,"{'a': 0.9, 'e': 0.0013685547814446537}",30,21,21.36932711823115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3297,False,"{'a': 0.9, 'e': 0.0013658204071674998}",25,13,21.687168335755253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3298,False,"{'a': 0.9, 'e': 0.0013630914961737957}",20,8,23.65140306425272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3299,False,"{'a': 0.9, 'e': 0.0013603680375478928}",30,8,42.53435841431859,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3300,False,"{'a': 0.9, 'e': 0.0013576500203959548}",20,8,22.59180352408225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3301,False,"{'a': 0.9, 'e': 0.0013549374338459087}",25,20,9.380954015637922,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3302,False,"{'a': 0.9, 'e': 0.0013522302670474046}",25,0,34.86812902426025,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3303,False,"{'a': 0.9, 'e': 0.0013495285091717703}",20,12,15.925285547972436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3304,False,"{'a': 0.9, 'e': 0.0013468321494119735}",30,8,38.54178320859497,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3305,False,"{'a': 0.9, 'e': 0.00134414117698257}",20,11,17.32257347535724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3306,False,"{'a': 0.9, 'e': 0.0013414555811196666}",30,19,19.835668325511847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3307,False,"{'a': 0.9, 'e': 0.001338775351080875}",30,15,31.40058178824501,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3308,False,"{'a': 0.9, 'e': 0.0013361004761452743}",20,11,17.614724153727444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3309,False,"{'a': 0.9, 'e': 0.0013334309456133593}",30,15,24.16919809694882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3310,False,"{'a': 0.9, 'e': 0.0013307667488070048}",30,13,34.4913889731724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3311,False,"{'a': 0.9, 'e': 0.0013281078750694186}",20,12,12.373485697200595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3312,False,"{'a': 0.9, 'e': 0.0013254543137651048}",30,18,22.71173043001636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3313,False,"{'a': 0.9, 'e': 0.0013228060542798132}",30,18,23.155003968892338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3314,False,"{'a': 0.9, 'e': 0.0013201630860205026}",35,15,40.03587870795042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3315,False,"{'a': 0.9, 'e': 0.001317525398415295}",20,5,23.277341498258192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3316,False,"{'a': 0.9, 'e': 0.001314892980913439}",20,8,19.958833059761773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3317,False,"{'a': 0.9, 'e': 0.00131226582298526}",20,12,12.78913085731777,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3318,False,"{'a': 0.9, 'e': 0.0013096439141221223}",20,6,26.11026197958849,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3319,False,"{'a': 0.9, 'e': 0.0013070272438363863}",20,14,11.915748786542066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3320,False,"{'a': 0.9, 'e': 0.0013044158016613696}",25,17,12.550178910099131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3321,False,"{'a': 0.9, 'e': 0.0013018095771512987}",20,9,21.97022480390494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3322,False,"{'a': 0.9, 'e': 0.001299208559881272}",30,9,37.45853269440926,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3323,False,"{'a': 0.9, 'e': 0.001296612739447216}",25,12,22.73910187919762,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3324,False,"{'a': 0.9, 'e': 0.001294022105465848}",20,16,6.689749447256084,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3325,False,"{'a': 0.9, 'e': 0.001291436647574627}",20,3,29.633711751540435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3326,False,"{'a': 0.9, 'e': 0.0012888563554317182}",30,16,28.378024602780467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3327,False,"{'a': 0.9, 'e': 0.0012862812187159486}",35,19,30.66542420096993,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3328,False,"{'a': 0.9, 'e': 0.00128371122712677}",25,17,17.4341358333579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3329,False,"{'a': 0.9, 'e': 0.0012811463703842113}",20,15,11.491371946285316,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3330,False,"{'a': 0.9, 'e': 0.0012785866382288426}",25,17,16.508134240720572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3331,False,"{'a': 0.9, 'e': 0.0012760320204217314}",25,12,24.73418641332278,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3332,False,"{'a': 0.9, 'e': 0.0012734825067444023}",20,13,11.768892144283983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3333,False,"{'a': 0.9, 'e': 0.0012709380869987993}",20,11,20.57953926031561,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3334,False,"{'a': 0.9, 'e': 0.0012683987510072388}",20,9,19.701310632442077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3335,False,"{'a': 0.9, 'e': 0.0012658644886123737}",20,11,15.06222161721832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3336,False,"{'a': 0.9, 'e': 0.0012633352896771494}",20,10,15.838551357064544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3337,False,"{'a': 0.9, 'e': 0.0012608111440847696}",20,0,33.759558340513166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3338,False,"{'a': 0.9, 'e': 0.0012582920417386473}",35,20,31.490777477718026,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3339,False,"{'a': 0.9, 'e': 0.0012557779725623694}",20,14,11.112128116322504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3340,False,"{'a': 0.9, 'e': 0.0012532689264996553}",20,6,23.077266910875537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3341,False,"{'a': 0.9, 'e': 0.001250764893514319}",30,18,22.723171086861193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3342,False,"{'a': 0.9, 'e': 0.0012482658635902249}",20,8,20.973115444672157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3343,False,"{'a': 0.9, 'e': 0.0012457718267312491}",20,8,24.79558545881359,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3344,False,"{'a': 0.9, 'e': 0.0012432827729612404}",25,20,9.394489545525232,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3345,False,"{'a': 0.9, 'e': 0.0012407986923239822}",25,13,24.60408897457075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3346,False,"{'a': 0.9, 'e': 0.001238319574883148}",20,14,14.360947325803028,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3347,False,"{'a': 0.9, 'e': 0.001235845410722264}",20,16,7.633398899648849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3348,False,"{'a': 0.9, 'e': 0.0012333761899446698}",20,13,15.761467649989296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3349,False,"{'a': 0.9, 'e': 0.001230911902673481}",25,14,17.432702844536085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3350,False,"{'a': 0.9, 'e': 0.001228452539051544}",20,13,12.480604873563657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3351,False,"{'a': 0.9, 'e': 0.0012259980892414012}",25,15,18.30306602508077,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3352,False,"{'a': 0.9, 'e': 0.001223548543425249}",20,12,16.05958307610042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3353,False,"{'a': 0.9, 'e': 0.001221103891804903}",30,13,30.156654481113197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3354,False,"{'a': 0.9, 'e': 0.0012186641246017523}",20,13,12.315560258627986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3355,False,"{'a': 0.9, 'e': 0.0012162292320567248}",30,18,17.922264828284703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3356,False,"{'a': 0.9, 'e': 0.0012137992044302462}",20,13,13.021593600195636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3357,False,"{'a': 0.9, 'e': 0.0012113740320022048}",20,8,23.66987939845526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3358,False,"{'a': 0.9, 'e': 0.0012089537050719065}",20,7,26.602242400822927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3359,False,"{'a': 0.9, 'e': 0.0012065382139580404}",25,16,19.306968619125854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3360,False,"{'a': 0.9, 'e': 0.001204127548998638}",30,18,25.71350467526948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3361,False,"{'a': 0.9, 'e': 0.001201721700551038}",20,11,15.916603048726618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3362,False,"{'a': 0.9, 'e': 0.0011993206589918425}",35,18,32.36735735288907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3363,False,"{'a': 0.9, 'e': 0.001196924414716882}",30,12,30.8644847863408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3364,False,"{'a': 0.9, 'e': 0.0011945329581411752}",25,6,34.23967730929489,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3365,False,"{'a': 0.9, 'e': 0.001192146279698895}",25,14,19.907903268363995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3366,False,"{'a': 0.9, 'e': 0.001189764369843323}",20,11,19.63219040274337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3367,False,"{'a': 0.9, 'e': 0.0011873872190468165}",30,19,23.074761536735597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3368,False,"{'a': 0.9, 'e': 0.0011850148178007686}",25,6,38.00144237334378,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3369,False,"{'a': 0.9, 'e': 0.0011826471566155727}",20,10,17.458149985251083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3370,False,"{'a': 0.9, 'e': 0.0011802842260205803}",20,10,16.994063586774985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3371,False,"{'a': 0.9, 'e': 0.0011779260165640658}",20,16,7.664976033510111,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3372,False,"{'a': 0.9, 'e': 0.001175572518813187}",20,11,13.691401070761358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3373,False,"{'a': 0.9, 'e': 0.0011732237233539518}",20,13,10.8879103753833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3374,False,"{'a': 0.9, 'e': 0.0011708796207911744}",25,11,22.513869905073875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3375,False,"{'a': 0.9, 'e': 0.0011685402017484413}",25,8,30.193741962683397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3376,False,"{'a': 0.9, 'e': 0.0011662054568680723}",20,7,26.116478986135007,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3377,False,"{'a': 0.9, 'e': 0.0011638753768110867}",25,11,27.97197299998227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3378,False,"{'a': 0.9, 'e': 0.00116154995225716}",20,8,25.446949635124806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3379,False,"{'a': 0.9, 'e': 0.0011592291739045914}",25,20,8.092710614220595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3380,False,"{'a': 0.9, 'e': 0.0011569130324702629}",25,3,39.42714319662714,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3381,False,"{'a': 0.9, 'e': 0.0011546015186896079}",25,16,16.197842615868588,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3382,False,"{'a': 0.9, 'e': 0.0011522946233165669}",30,13,32.7603369811088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3383,False,"{'a': 0.9, 'e': 0.0011499923371235557}",20,13,11.365757420618102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3384,False,"{'a': 0.9, 'e': 0.0011476946509014253}",20,14,8.721566040121969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3385,False,"{'a': 0.9, 'e': 0.0011454015554594299}",20,0,34.25853650202879,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3386,False,"{'a': 0.9, 'e': 0.0011431130416251834}",20,16,7.915082640124492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3387,False,"{'a': 0.9, 'e': 0.0011408291002446276}",25,8,32.275255058636574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3388,False,"{'a': 0.9, 'e': 0.0011385497221819928}",35,22,24.69875393414162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3389,False,"{'a': 0.9, 'e': 0.0011362748983197658}",20,15,7.523722731007077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3390,False,"{'a': 0.9, 'e': 0.0011340046195586473}",20,10,20.67399822269139,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3391,False,"{'a': 0.9, 'e': 0.001131738876817519}",35,26,14.317634419731794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3392,False,"{'a': 0.9, 'e': 0.0011294776610334058}",25,13,21.355457994345755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3393,False,"{'a': 0.9, 'e': 0.0011272209631614438}",20,11,19.145618215248696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3394,False,"{'a': 0.9, 'e': 0.0011249687741748374}",25,13,26.032335005608214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3395,False,"{'a': 0.9, 'e': 0.0011227210850648275}",20,9,19.254008155980884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3396,False,"{'a': 0.9, 'e': 0.001120477886840654}",30,7,35.88748226234644,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3397,False,"{'a': 0.9, 'e': 0.0011182391705295228}",35,17,32.60950936024866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3398,False,"{'a': 0.9, 'e': 0.0011160049271765648}",20,15,10.36071433283941,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3399,False,"{'a': 0.9, 'e': 0.0011137751478448032}",35,19,30.615956836264306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3400,False,"{'a': 0.9, 'e': 0.0011115498236151174}",20,10,21.313289987672928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3401,False,"{'a': 0.9, 'e': 0.0011093289455862089}",20,13,12.184592965952799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3402,False,"{'a': 0.9, 'e': 0.0011071125048745618}",30,1,42.06541604853373,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
3403,False,"{'a': 0.9, 'e': 0.0011049004926144104}",30,12,37.88778174769651,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3404,False,"{'a': 0.9, 'e': 0.0011026928999577018}",25,11,26.88700100348367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3405,False,"{'a': 0.9, 'e': 0.0011004897180740643}",25,10,24.860328167528706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3406,False,"{'a': 0.9, 'e': 0.0010982909381507663}",25,17,12.93284929051504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3407,False,"{'a': 0.9, 'e': 0.0010960965513926852}",20,16,8.386747158190712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3408,False,"{'a': 0.9, 'e': 0.0010939065490222703}",20,9,22.725087567296438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3409,False,"{'a': 0.9, 'e': 0.0010917209222795108}",20,11,17.57534452150622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3410,False,"{'a': 0.9, 'e': 0.0010895396624218962}",20,7,22.9035938468204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3411,False,"{'a': 0.9, 'e': 0.0010873627607243842}",25,16,16.144854136651283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3412,False,"{'a': 0.9, 'e': 0.0010851902084793637}",20,9,22.502619562797033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3413,False,"{'a': 0.9, 'e': 0.001083021996996625}",20,13,12.491851620192925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3414,False,"{'a': 0.9, 'e': 0.0010808581176033184}",25,17,16.77886180439773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3415,False,"{'a': 0.9, 'e': 0.0010786985616439233}",35,23,25.239805088950284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3416,False,"{'a': 0.9, 'e': 0.0010765433204802121}",25,18,11.208475479607529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3417,False,"{'a': 0.9, 'e': 0.0010743923854912192}",25,13,20.75175063017524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3418,False,"{'a': 0.9, 'e': 0.001072245748073201}",30,17,26.86903526911215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3419,False,"{'a': 0.9, 'e': 0.0010701033996396044}",25,14,23.589380904695307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3420,False,"{'a': 0.9, 'e': 0.0010679653316210322}",20,7,22.433745221979716,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
