trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1345,False,"{'a': 0.9, 'e': 0.06774531316443397}",20,15,8.448450911198673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.9, 'e': 0.0676099579384495}",30,21,20.14464223292158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.9, 'e': 0.0674748731523869}",25,19,13.174467649354437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.9, 'e': 0.06734005826590692}",30,12,33.09787399063518,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.9, 'e': 0.06720551273974976}",35,13,30.405994999866852,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.9, 'e': 0.06707123603573319}",20,9,-20.557849630523293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1351,False,"{'a': 0.9, 'e': 0.06693722761675015}",20,8,22.570784160813325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.9, 'e': 0.06680348694676687}",25,5,38.094376613297094,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.9, 'e': 0.06667001349082043}",25,17,17.065102210467476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.9, 'e': 0.06653680671501686}",20,3,29.915813720619944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.9, 'e': 0.06640386608652883}",20,0,7.890303417612204,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1356,False,"{'a': 0.9, 'e': 0.06627119107359372}",20,12,15.662278709620397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.9, 'e': 0.06613878114551125}",25,15,-21.571193201967816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1358,False,"{'a': 0.9, 'e': 0.06600663577264156}",25,10,-14.053996062783712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1359,False,"{'a': 0.9, 'e': 0.06587475442640295}",20,15,11.803570810792147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.9, 'e': 0.0657431365792699}",20,9,12.063949929085629,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.9, 'e': 0.0656117817047708}",25,18,12.59444697082028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.9, 'e': 0.06548068927748603}",20,8,-22.64670760479917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1363,False,"{'a': 0.9, 'e': 0.06534985877304565}",20,10,19.449502086138434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.9, 'e': 0.06521928966812753}",20,11,17.72886044477265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.9, 'e': 0.065088981440455}",30,14,20.294853652891003,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.9, 'e': 0.06495893356879505}",25,0,28.128813879168533,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1367,False,"{'a': 0.9, 'e': 0.06482914553295596}",30,16,28.743456806925305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.9, 'e': 0.06469961681378547}",25,13,20.561654495310684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.9, 'e': 0.06457034689316847}",20,13,12.23117518693871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.9, 'e': 0.06444133525402518}",25,12,10.742133619852332,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1371,False,"{'a': 0.9, 'e': 0.06431258138030878}",25,17,13.269058184969149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.9, 'e': 0.06418408475700368}",20,5,0.2402742758130194,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1373,False,"{'a': 0.9, 'e': 0.06405584487012317}",25,12,23.01805644255602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.9, 'e': 0.06392786120670757}",30,18,22.96474491614727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.9, 'e': 0.063800133254822}",30,11,30.971465182470304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.9, 'e': 0.06367266050355457}",20,0,39.45390293587112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1377,False,"{'a': 0.9, 'e': 0.063545442443014}",25,15,17.745636868284272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.9, 'e': 0.06341847856432796}",25,11,25.525427817508486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.9, 'e': 0.0632917683596407}",20,0,32.15578232780313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1380,False,"{'a': 0.9, 'e': 0.06316531132211131}",20,10,14.423586781835834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.9, 'e': 0.0630391069459114}",20,13,-0.6510312062187746,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.9, 'e': 0.06291315472622334}",25,7,9.496360681559988,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1383,False,"{'a': 0.9, 'e': 0.06278745415923806}",30,15,27.78975445242308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.9, 'e': 0.06266200474215315}",20,11,7.544973016303688,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.9, 'e': 0.06253680597317074}",20,1,24.138959912032988,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.9, 'e': 0.06241185735149562}",30,13,30.226883356315874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.9, 'e': 0.0622871583773331}",20,0,18.626558167807485,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1388,False,"{'a': 0.9, 'e': 0.062162708551887165}",25,6,29.847152622731773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.9, 'e': 0.06203850737735829}",20,1,26.31216668756478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.9, 'e': 0.061914554356941674}",25,10,26.74891061562491,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.9, 'e': 0.061790848994825016}",30,0,44.21976717884777,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.9, 'e': 0.061667390796186744}",20,0,30.177863770167047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1393,False,"{'a': 0.9, 'e': 0.06154417926719386}",30,14,27.360728105373138,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.9, 'e': 0.06142121391500013}",20,3,29.33357772100888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.9, 'e': 0.061298494247743925}",20,0,34.25502556280641,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1396,False,"{'a': 0.9, 'e': 0.06117601977454647}",30,17,25.42468299774377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.9, 'e': 0.06105379000550965}",25,2,36.08968763957889,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.9, 'e': 0.06093180445171429}",20,0,28.88637102058088,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1399,False,"{'a': 0.9, 'e': 0.06081006262521795}",30,13,33.00638168930294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.9, 'e': 0.06068856403905322}",20,0,27.78207454171752,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1401,False,"{'a': 0.9, 'e': 0.060567308207225536}",20,0,30.03688843672249,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1402,False,"{'a': 0.9, 'e': 0.06044629464471146}",30,7,27.057357652283375,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.9, 'e': 0.06032552286745654}",20,0,23.970004590250507,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1404,False,"{'a': 0.9, 'e': 0.06020499239237354}",20,16,6.835422737186237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.9, 'e': 0.06008470273734036}",20,15,9.83137135934384,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.9, 'e': 0.05996465342119827}",25,14,21.128664353141986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.9, 'e': 0.059844843963749825}",20,0,19.067973465838207,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1408,False,"{'a': 0.9, 'e': 0.05972527388575699}",30,18,22.212158386575634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.9, 'e': 0.05960594270893937}",25,10,27.636917578430893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.9, 'e': 0.05948684995597202}",30,16,24.58713941698042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.9, 'e': 0.05936799515048385}",20,16,8.885396491866153,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.9, 'e': 0.0592493778170554}",25,14,14.515429800894053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.9, 'e': 0.05913099748121725}",20,6,13.330489243042575,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1414,False,"{'a': 0.9, 'e': 0.05901285366944784}",20,10,18.898700638592544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.9, 'e': 0.05889494590917182}",25,9,21.778176327518352,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1416,False,"{'a': 0.9, 'e': 0.058777273728757934}",20,7,10.51859247734351,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.9, 'e': 0.05865983665751736}",20,9,20.29330527233853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.9, 'e': 0.0585426342257016}",25,0,41.24563145459466,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1419,False,"{'a': 0.9, 'e': 0.05842566596450083}",25,15,19.88734734189891,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.9, 'e': 0.05830893140604179}",25,0,41.19358352076235,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1421,False,"{'a': 0.9, 'e': 0.05819243008338615}",20,0,2.498100612322729,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1422,False,"{'a': 0.9, 'e': 0.0580761615305284}",30,0,50.626592996555694,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.9, 'e': 0.057960125282394234}",20,10,-22.42622805661072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1424,False,"{'a': 0.9, 'e': 0.057844320874838456}",25,16,15.644817431750724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.9, 'e': 0.05772874784464333}",20,13,15.159159109209828,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.9, 'e': 0.05761340572951652}",30,14,-8.88956715368839,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1427,False,"{'a': 0.9, 'e': 0.057498294068089484}",20,8,13.193064748187668,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.9, 'e': 0.05738341239991535}",25,11,21.905873209437903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.9, 'e': 0.05726876026546736}",30,19,13.5599258147356,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.9, 'e': 0.05715433720613676}",25,2,32.721165106019924,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.9, 'e': 0.057040142764231215}",20,16,7.578548314327644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.9, 'e': 0.056926176482972754}",25,17,14.389408875431204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.9, 'e': 0.056812437906496156}",20,5,17.568767399183454,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.9, 'e': 0.0566989265798469}",25,8,17.03404131966182,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1435,False,"{'a': 0.9, 'e': 0.056585642048979604}",20,3,26.254402150524008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.9, 'e': 0.05647258386075591}",20,5,-9.082932952031742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1437,False,"{'a': 0.9, 'e': 0.05635975156294299}",20,6,17.680123494415817,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.9, 'e': 0.05624714470421144}",20,6,11.22617774767935,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1439,False,"{'a': 0.9, 'e': 0.056134762834133725}",30,15,27.573923408376878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.9, 'e': 0.05602260550318217}",20,3,15.309345358541204,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.9, 'e': 0.055910672262727355}",25,7,28.71295382176946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.9, 'e': 0.05579896266503611}",25,10,19.153086254282666,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1443,False,"{'a': 0.9, 'e': 0.05568747626326995}",25,15,20.13751452421959,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.9, 'e': 0.05557621261148306}",20,7,23.214271049612996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.9, 'e': 0.05546517126462075}",20,9,21.209797539839638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.9, 'e': 0.05535435177851743}",25,15,16.801672808590865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.9, 'e': 0.055243753709895045}",20,9,22.061113843301083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.9, 'e': 0.05513337661636114}",25,20,8.665068197049473,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.9, 'e': 0.05502322005640723}",20,0,28.68733566803564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1450,False,"{'a': 0.9, 'e': 0.05491328358940689}",25,15,9.532043797173992,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1451,False,"{'a': 0.9, 'e': 0.054803566775614154}",20,16,8.145718366318878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.9, 'e': 0.05469406917616156}",20,0,24.766868743665263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1453,False,"{'a': 0.9, 'e': 0.054584790353058625}",30,4,38.07826342549955,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.9, 'e': 0.05447572986918986}",25,14,23.26867903700643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.9, 'e': 0.05436688728831322}",25,13,7.140427910271674,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1456,False,"{'a': 0.9, 'e': 0.05425826217505821}",30,15,25.197652190085833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.9, 'e': 0.05414985409492427}",20,0,29.335668172736415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1458,False,"{'a': 0.9, 'e': 0.054041662614278875}",20,13,15.77614209830517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.9, 'e': 0.05393368730035602}",30,16,23.83662349678857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.9, 'e': 0.05382592772125425}",20,9,17.99875231406267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.9, 'e': 0.053718383445935165}",25,13,21.04184831399049,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.9, 'e': 0.053611054044221465}",25,14,8.87470118463651,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1463,False,"{'a': 0.9, 'e': 0.05350393908679544}",20,16,5.978208423421837,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.9, 'e': 0.053397038145197084}",25,16,17.167123502083655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.9, 'e': 0.053290350791822524}",20,13,1.807941950512161,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1466,False,"{'a': 0.9, 'e': 0.05318387659992216}",30,18,22.226934188417257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.9, 'e': 0.053077615143599134}",30,15,32.25076592846516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.9, 'e': 0.052971565997807425}",25,14,19.135944763291526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.9, 'e': 0.05286572873835037}",20,8,20.745030370641658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.9, 'e': 0.052760102941878724}",20,6,16.82797851795849,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1471,False,"{'a': 0.9, 'e': 0.05265468818588921}",30,12,32.219508773923074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.9, 'e': 0.05254948404872264}",30,8,35.94075307782148,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.9, 'e': 0.05244449010956234}",30,20,10.39857218796919,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.9, 'e': 0.05233970594843238}",30,22,14.867752054276504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.9, 'e': 0.05223513114619603}",20,0,27.950379679783524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1476,False,"{'a': 0.9, 'e': 0.05213076528455389}",20,12,16.851274915742227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.9, 'e': 0.052026607946042414}",20,12,17.6726102505675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.9, 'e': 0.05192265871403207}",20,13,11.565418725987222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.9, 'e': 0.05181891717272583}",25,8,32.164949929270996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.9, 'e': 0.05171538290715736}",30,22,12.872970077665602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.9, 'e': 0.05161205550318949}",20,6,14.879129903773045,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1482,False,"{'a': 0.9, 'e': 0.051508934547512424}",20,10,20.076337694951597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.9, 'e': 0.051406019627642255}",25,11,13.145862067878966,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.9, 'e': 0.05130331033191911}",20,15,2.112384018083705,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.9, 'e': 0.05120080624950572}",20,2,32.70499581344075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.9, 'e': 0.05109850697038558}",20,16,6.384010280582227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.9, 'e': 0.050996412085361466}",25,3,37.48697765125022,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.9, 'e': 0.05089452118605367}",20,14,12.789020280045355,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.9, 'e': 0.0507928338648985}",20,12,12.494746624446968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.9, 'e': 0.050691349715146494}",20,9,7.100666678606941,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1491,False,"{'a': 0.9, 'e': 0.05059006833086096}",20,0,23.468239250811585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1492,False,"{'a': 0.9, 'e': 0.05048898930691617}",25,12,24.02576314345837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.9, 'e': 0.05038811223899596}",20,15,7.563799883439017,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.9, 'e': 0.050287436723591865}",20,10,5.686877576829271,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1495,False,"{'a': 0.9, 'e': 0.050186962358001734}",25,12,23.41348330613587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.9, 'e': 0.05008668874032793}",25,13,25.262316070398096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.9, 'e': 0.049986615469475894}",30,20,18.67725010647332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.9, 'e': 0.04988674214515236}",30,9,33.8525423895503,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.9, 'e': 0.049787068367863944}",20,0,16.93980125572358,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1500,False,"{'a': 0.9, 'e': 0.04968759373891536}",20,12,13.557768460619908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.9, 'e': 0.049588317860408}",20,8,25.102343103172842,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.9, 'e': 0.04948924033523819}",35,22,14.29827048864641,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1503,False,"{'a': 0.9, 'e': 0.049390360767095715}",30,21,16.9507864929203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.9, 'e': 0.04929167876046215}",30,17,16.035308192955775,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.9, 'e': 0.04919319392060936}",30,16,27.67127865685167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.9, 'e': 0.04909490585359783}",20,10,-1.0408213758535128,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1507,False,"{'a': 0.9, 'e': 0.0489968141662752}",25,0,-15.728425420594661,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1508,False,"{'a': 0.9, 'e': 0.04889891846627454}",25,12,21.47345104597003,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.9, 'e': 0.04880121836201296}",25,16,13.565730165479502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.9, 'e': 0.048703713462689875}",20,10,20.391230883863233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.9, 'e': 0.048606403378285604}",25,20,8.006058293573535,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.9, 'e': 0.04850928771955963}",30,20,21.621852113650387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.9, 'e': 0.04841236609804924}",20,13,13.91155174541624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.9, 'e': 0.04831563812606777}",20,3,-14.883239633886065,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1515,False,"{'a': 0.9, 'e': 0.04821910341670324}",20,15,10.712459145275362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.9, 'e': 0.048122761583816655}",25,15,17.632359891389928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.9, 'e': 0.048026612242040585}",25,15,15.701639094705119,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.9, 'e': 0.0479306550067775}",35,18,33.96539840250986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.9, 'e': 0.04783488949419837}",35,22,19.446858626978162,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.9, 'e': 0.047739315321240976}",30,16,27.291928167021137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.9, 'e': 0.047643932105608536}",30,17,24.129839441221556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.9, 'e': 0.04754873946576803}",20,12,15.200254570428488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.9, 'e': 0.0474537370209488}",25,5,31.9048173491407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.9, 'e': 0.04735892439114091}",20,0,28.992650867970355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1525,False,"{'a': 0.9, 'e': 0.047264301197093746}",20,11,15.165069075648017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.9, 'e': 0.04716986706031437}",25,7,32.91537841282687,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.9, 'e': 0.04707562160306615}",20,8,12.216239568341202,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
